RTW,MedianIncome,MinWage,InequalityIndex,UnionMembership,DemVotes,MarginShift,Immigrant,IsInitial,PercentVoters,NumEligibleVoters,success,RelativeDateFiled,RelativeTallyDate,FileToTallyDays,NumElectionsInState
0,73159.00,14,0.45,15.5,0.57,0.03,10.3,1,0.375,16,1,274,340,66,22
0,88289.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.7575757576,33,1,274,346,72,10
1,51137.00,7,0.4743,2.8,0.49,0.02,7.9,1,0.7878787879,33,1,275,358,83,5
1,53420.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.6,20,1,276,340,64,8
0,49127.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.6956521739,23,0,277,317,40,19
0,119392.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.5185185185,27,1,280,343,63,18
0,73159.00,14,0.45,15.5,0.57,0.03,10.3,1,0.9,10,1,280,345,65,23
0,119136.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.6,15,1,280,352,72,24
1,43713.00,7,0.4741,7.2,0.37,0.01,3.4,0,0.5862068966,29,1,280,427,147,2
0,91259.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.75,24,1,288,357,69,25
0,108576.00,10,0.4434,14.2,0.52,0.02,8.6,1,0.3913043478,23,1,288,353,65,7
0,73611.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.6206896552,29,0,289,367,78,26
0,149982.00,13,0.4782,14.9,0.57,0.01,22.8,1,0.4117647059,17,1,290,345,55,4
0,60819.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.4516129032,31,0,290,364,74,27
0,83333.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.5172413793,29,1,295,360,65,20
1,54929.00,7,0.4764,7.9,0.36,0.02,3.8,0,0.53125,32,1,295,392,97,2
0,74571.00,10,0.4434,14.2,0.52,0.02,8.6,0,0.4285714286,28,1,295,374,79,8
0,37491.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.5714285714,28,1,295,360,65,11
0,71232.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.4411764706,34,0,295,366,71,12
0,99009.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.4444444444,27,1,296,360,64,31
1,71274.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.7368421053,19,1,296,378,82,9
0,117415.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.7619047619,21,1,296,340,44,32
0,145552.00,14,0.4803,12.7,0.66,0.02,17.4,0,0.7272727273,22,0,301,366,65,17
0,85381.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.652173913,23,1,301,373,72,33
0,154493.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.6279069767,43,1,301,373,72,34
0,116844.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.5555555556,45,1,309,354,45,35
0,49938.00,14,0.45,15.5,0.57,0.03,10.3,1,0.4444444444,18,1,310,386,76,24
0,142000.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.6111111111,18,1,311,353,42,21
1,54139.00,7,0.4978,4.2,0.4,0.02,4.2,1,0.8,25,0,312,505,193,2
0,48512.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.3571428571,14,1,315,385,70,36
0,53936.00,12,0.4768,8.8,0.54,0.02,9.5,1,0.4358974359,39,1,315,395,80,1
0,55201.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8064516129,31,0,315,389,74,22
0,79212.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.6470588235,17,0,317,386,69,28
1,53420.00,7,0.4753,4.1,0.47,0.02,17.2,0,0.3103448276,29,1,319,392,73,10
1,53600.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.7368421053,19,1,322,388,66,11
0,92917.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.5625,16,1,322,395,73,8
0,39485.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.4782608696,23,1,325,378,53,13
0,67634.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.5806451613,31,1,326,407,81,29
0,188828.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.75,12,1,333,403,70,14
0,57537.00,13,0.4548,6.7,0.55,0.03,9.5,1,0.7777777778,27,1,340,393,53,9
1,50701.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.7368421053,19,1,344,415,71,12
0,49127.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.625,16,1,346,421,75,23
0,93547.00,15,0.5115,9.1,0.92,0.03,13.9,1,1.0,16,1,357,396,39,1
0,61695.00,13,0.449,9.2,0.45,0.03,3.5,1,0.8125,16,1,358,413,55,2
0,76298.00,14,0.4803,12.7,0.66,0.02,17.4,1,0.625,8,1,364,417,53,18
0,84000.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.6153846154,13,1,367,414,47,37
0,91299.00,13,0.4548,6.7,0.55,0.03,9.5,1,0.8571428571,14,0,368,414,46,10
0,98204.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8181818182,22,0,375,415,40,24
0,48512.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.72,25,1,378,424,46,38
0,136870.00,15,0.4866,16.1,0.64,0.02,26.9,1,1.0,15,1,378,417,39,30
0,55201.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.85,20,1,381,416,35,25
0,62097.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8,15,1,382,421,39,15
0,97185.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.8518518519,27,1,385,445,60,19
0,123869.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8846153846,26,1,388,462,74,16
1,198295.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.92,25,1,388,431,43,13
1,122604.00,11,0.469,3.7,0.54,0.02,12.5,1,0.8333333333,12,1,395,435,40,16
0,49127.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8636363636,22,1,396,431,35,26
1,47350.00,11,0.475,4.9,0.35,0.03,4.8,1,0.8695652174,23,1,402,441,39,1
0,68399.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.8260869565,23,0,402,445,43,31
1,46708.00,13,0.4591,5.5,0.49,0.02,13.4,1,0.9259259259,27,0,407,448,41,9
1,52214.00,7,0.4391,7.1,0.49,0.02,5.1,1,0.9090909091,22,1,407,456,49,6
0,76565.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.8148148148,27,0,410,456,46,20
0,56198.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.7777777778,27,1,413,458,45,21
0,118019.00,12,0.48,13.1,0.58,0.02,14.1,1,0.75,24,1,420,463,43,17
0,100107.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.84375,32,0,424,472,48,39
0,62097.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8947368421,19,0,424,465,41,18
0,66667.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8666666667,30,1,427,459,32,27
0,85586.00,14,0.45,15.5,0.57,0.03,10.3,1,0.6785714286,28,0,428,472,44,25
0,54902.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.4285714286,42,1,434,476,42,9
1,119568.00,7,0.4795,4.4,0.5,0.01,10.1,1,0.8076923077,26,1,441,493,52,5
1,58377.00,10,0.471,11.3,0.5,0.02,19.4,1,0.8571428571,21,1,442,477,35,1
0,72279.00,13,0.4548,6.7,0.55,0.03,9.5,1,0.652173913,23,1,444,512,68,11
0,95851.00,14,0.4803,12.7,0.66,0.02,17.4,1,0.71875,32,0,444,508,64,19
1,54929.00,7,0.4764,7.9,0.36,0.02,3.8,1,0.8571428571,21,1,448,499,51,3
1,53600.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.4347826087,23,1,455,535,80,14
1,132582.00,11,0.469,3.7,0.54,0.02,12.5,1,0.9411764706,17,1,456,497,41,17
1,113709.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.9259259259,27,1,456,498,42,15
0,73159.00,14,0.45,15.5,0.57,0.03,10.3,1,0.4444444444,36,1,459,519,60,26
0,82335.00,12,0.48,13.1,0.58,0.02,14.1,1,0.9230769231,13,1,462,514,52,19
1,47350.00,11,0.475,4.9,0.35,0.03,4.8,1,0.76,25,1,462,500,38,2
0,74725.00,12,0.48,13.1,0.58,0.02,14.1,1,1.0,16,1,465,507,42,20
0,84304.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.6666666667,9,1,466,500,34,28
1,139703.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.8888888889,18,1,466,503,37,16
0,91524.00,14,0.4577,18.0,0.58,0.03,14.7,1,1.0,19,1,466,514,48,22
0,57969.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.9473684211,19,1,469,515,46,40
0,91778.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.65,20,0,472,522,50,41
0,72738.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9230769231,26,0,473,512,39,32
0,73159.00,14,0.45,15.5,0.57,0.03,10.3,1,0.8181818182,22,1,505,550,45,27
1,56027.00,7,0.4584,7.4,0.41,0.02,5.3,1,0.9545454545,22,1,505,536,31,2
0,120377.00,13,0.5149,20.7,0.61,0.01,22.8,1,0.7857142857,28,1,507,536,29,42
1,58377.00,10,0.471,11.3,0.5,0.02,19.4,1,0.9130434783,23,1,513,547,34,2
1,95625.00,13,0.4591,5.5,0.49,0.02,13.4,1,0.9333333333,30,1,513,554,41,10
0,54902.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.3666666667,30,1,515,595,80,10
0,85586.00,14,0.45,15.5,0.57,0.03,10.3,1,0.75,20,1,519,564,45,28
0,49127.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8571428571,14,1,520,560,40,29
0,44474.00,13,0.4558,11.6,0.65,0.03,15.1,1,0.84,25,0,527,555,28,7
0,62097.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8823529412,17,1,533,578,45,21
0,69331.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.45,20,1,536,625,89,15
1,41598.00,7,0.4749,5.5,0.38,0.02,5.1,1,0.9090909091,22,1,536,575,39,7
0,65847.00,15,0.4866,16.1,0.64,0.02,26.9,1,1.0,14,0,536,591,55,33
0,65847.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.8125,16,1,536,592,56,34
0,87738.00,14,0.5024,14.2,0.59,0.02,14.61,1,0.9130434783,23,0,540,589,49,3
1,99154.00,13,0.4591,5.5,0.49,0.02,13.4,1,1.0,19,1,540,588,48,11
1,40469.00,9,0.4644,9.2,0.3,0.02,1.5,1,0.8235294118,17,0,542,578,36,1
0,102311.00,14,0.4803,12.7,0.66,0.02,17.4,1,0.8,10,1,543,717,174,20
0,154398.00,14,0.4803,12.7,0.66,0.02,17.4,1,0.75,8,1,546,717,171,21
0,160689.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9230769231,13,1,551,590,39,35
0,58364.00,14,0.45,15.5,0.57,0.03,10.3,1,0.92,25,1,553,599,46,29
1,60729.00,7,0.4743,2.8,0.49,0.02,7.9,1,0.75,32,0,555,591,36,6
0,96945.00,12,0.48,13.1,0.58,0.02,14.1,1,1.0,13,1,560,589,29,22
0,73159.00,14,0.45,15.5,0.57,0.03,10.3,1,0.6363636364,22,1,561,606,45,30
0,150464.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.8695652174,23,1,561,599,38,36
0,80143.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9285714286,14,1,567,606,39,37
1,47270.00,7,0.4764,7.9,0.36,0.02,3.8,0,0.9230769231,26,1,569,638,69,4
0,46080.00,14,0.45,15.5,0.57,0.03,10.3,1,0.8947368421,19,1,569,616,47,31
1,54929.00,7,0.4764,7.9,0.36,0.02,3.8,1,0.8125,32,1,569,618,49,5
0,57048.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.8529411765,34,1,569,612,43,11
0,59841.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.6666666667,18,1,569,619,50,16
0,76378.00,13,0.4548,6.7,0.55,0.03,9.5,1,0.7272727273,22,1,569,610,41,12
0,54412.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.7727272727,22,1,571,620,49,23
1,51925.00,7,0.4422,7.0,0.45,0.02,5.5,1,0.8333333333,30,1,574,619,45,1
0,45782.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.65,20,1,576,617,41,13
0,35984.00,12,0.48,13.1,0.58,0.02,14.1,1,0.7407407407,27,1,582,624,42,23
0,37395.00,7,0.4406,10.1,0.53,0.02,6.1,1,0.8235294118,17,1,583,631,48,1
0,120488.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.8214285714,28,1,590,627,37,38
0,117324.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9,10,1,591,627,36,39
1,83660.00,7,0.4268,3.9,0.38,0.04,8.6,1,0.8571428571,21,1,595,653,58,3
1,43258.00,7,0.4978,4.2,0.4,0.02,4.2,1,0.6956521739,23,1,595,630,35,3
0,52600.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.8888888889,18,1,595,641,46,24
0,53434.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9166666667,24,1,597,633,36,40
1,67565.00,7,0.4391,7.1,0.49,0.02,5.1,1,0.4074074074,54,1,597,640,43,7
0,76658.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.9642857143,28,0,599,630,31,30
1,30367.00,7,0.4795,4.4,0.5,0.01,10.1,1,0.9444444444,18,1,599,634,35,6
0,113438.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.04545454545,22,0,609,652,43,12
1,47270.00,7,0.4764,7.9,0.36,0.02,3.8,1,0.8076923077,26,1,609,651,42,6
1,49616.00,7,0.4268,3.9,0.38,0.04,8.6,1,0.7894736842,19,1,609,652,43,4
0,90377.00,9,0.4651,12.8,0.45,0.02,4.8,1,0.8928571429,28,1,609,647,38,13
0,107341.00,13,0.4782,14.9,0.57,0.01,22.8,1,0.8,25,0,610,639,29,5
0,82335.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8,20,1,611,647,36,24
1,54747.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.652173913,23,0,612,651,39,17
0,73105.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8095238095,21,1,620,661,41,25
0,73204.00,14,0.5024,14.2,0.59,0.02,14.61,1,0.8260869565,23,1,627,675,48,4
1,64567.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.8636363636,22,1,630,668,38,18
0,50947.00,9,0.4597,11.2,0.41,0.03,2.2,1,0.7727272727,22,1,630,662,32,1
1,60972.00,10,0.471,11.3,0.5,0.02,19.4,1,0.8387096774,31,1,630,675,45,3
1,96348.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.9,20,1,630,662,32,19
0,52872.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.6,25,1,631,675,44,17
0,132083.00,13,0.4558,11.6,0.65,0.03,15.1,1,0.9047619048,21,1,633,675,42,8
0,132770.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.6428571429,14,1,634,683,49,25
1,48369.00,11,0.4808,4.5,0.48,0.01,21.0,1,0.6666666667,24,0,638,690,52,11
1,99154.00,13,0.4591,5.5,0.49,0.02,13.4,1,0.8461538462,26,1,638,669,31,12
0,76375.00,13,0.4548,6.7,0.55,0.03,9.5,1,0.8571428571,21,0,639,682,43,13
1,56455.00,10,0.436,3.1,0.36,0.03,4.0,1,0.75,16,0,640,682,42,1
1,118750.00,7,0.4753,4.1,0.47,0.02,17.2,1,0.84,25,1,655,686,31,20
0,140743.00,12,0.48,13.1,0.58,0.02,14.1,1,0.64,25,1,659,703,44,26
0,68555.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.6666666667,24,1,660,702,42,14
0,69456.00,10,0.4634,14.0,0.51,0.02,7.0,1,0.8260869565,23,1,660,701,41,18
1,60063.00,9,0.44,6.5,0.52,0.02,7.2,1,0.9047619048,21,1,662,707,45,1
1,70705.00,7,0.4345,5.6,0.27,0.04,3.0,1,0.8125,16,1,666,700,34,1
0,83454.00,15,0.4866,16.1,0.64,0.02,26.9,1,1.0,17,1,666,704,38,41
0,45782.00,11,0.4633,9.6,0.41,0.02,4.2,1,0.85,20,1,667,715,48,15
0,77745.00,14,0.45,15.5,0.57,0.03,10.3,1,0.7777777778,27,1,668,715,47,32
0,79340.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.8484848485,33,0,668,715,47,31
0,58726.00,14,0.45,15.5,0.57,0.03,10.3,1,0.85,20,1,668,717,49,33
0,63617.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.8666666667,15,1,668,716,48,26
0,93547.00,15,0.5115,9.1,0.92,0.03,13.9,1,0.9565217391,23,1,668,716,48,2
1,41354.00,7,0.4584,7.4,0.41,0.02,5.3,1,0.5384615385,26,1,669,708,39,3
0,88302.00,13,0.4782,14.9,0.57,0.01,22.8,1,0.8076923077,26,1,672,710,38,6
0,119136.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.9,20,1,674,711,37,42
0,49628.00,7,0.4745,12.7,0.5,0.01,7.2,1,0.6666666667,21,1,681,723,42,32
0,50947.00,9,0.4597,11.2,0.41,0.03,2.2,1,0.7916666667,24,1,682,716,34,2
0,62097.00,12,0.48,13.1,0.58,0.02,14.1,1,0.8636363636,242,0,683,726,43,27
1,48335.00,7,0.4747,1.7,0.43,0.02,5.1,1,0.8076923077,26,1,686,728,42,4
0,84354.00,14,0.4803,12.7,0.66,0.02,17.4,1,0.7777777778,18,1,695,738,43,22
0,72661.00,13,0.4548,6.7,0.55,0.03,9.5,1,1.0,16,1,702,743,41,14
0,91490.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.84375,32,0,704,739,35,43
0,53333.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.9642857143,28,1,704,750,46,27
0,97185.00,14,0.4577,18.0,0.58,0.03,14.7,1,0.85,20,1,704,746,42,28
0,86204.00,15,0.4866,16.1,0.64,0.02,26.9,1,0.7272727273,22,1,722,760,38,44
