DateFiled,TallyDate,City,State,RTW,MedianIncome,MinWage,InequalityIndex,UnionMembership,White,Black,Indigenous,Asian,PacificIslander,Other,Mixed,Latino,DemVotes,MarginShift,Immigrant,Address,Status,Case Name,Labor Union,Ballot Type,IsInitial,IsRevised,VotesFor,VotesAgainst,PercentVoters,NumEligibleVoters,success,Case
3/30/2022,6/7/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"12235 N. Center Ave., Portland, Oregon",Unionized,Starbucks Corporation,Workers United,Initial,1,0,10,5,0.6,25,1,19-RC-293238
3/30/2022,6/13/2022,St. Louis,MO,0,"45,782.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"1500 South Lindbergh Blvd., St. Louis, MO",Unionized,Starbucks Corporation,Workers United,Initial,1,0,12,3,0.5357142857,28,1,14-RC-293254
4/1/2022,6/13/2022,Bridgeton,MO,0,"61,207.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"12419 St. Charles Rock Road, Bridgeton, MO",Open,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/ SEIU",Initial,1,0,9,14,0.5609756098,41,0,14-RC-293357
4/4/2022,4/30/2022,Boone,NC,1,"25,535.00",7,0.4743,2.8,0.6046,0.2019,0.0097,0.0326,0.0007,0.0044,0.039,0.1072,0.49,0.02,7.9,"1700 Blowing Rock Road, Boone, NC",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,33,2,0.7291666667,48,1,10-RC-293398
4/4/2022,6/9/2022,Boston,MA,0,"76,298.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"443 Boylston Street, Boston, MA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,5,1,0.2222222222,27,1,01-RC-293421
4/4/2022,6/10/2022,Cottonwood Heights,UT,1,"95,427.00",7,0.4268,3.9,0.7536,0.0114,0.0088,0.024,0.011,0.0038,0.0368,0.1507,0.38,0.04,8.6,,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,11,6,0.85,20,1,27-RC-293438
4/4/2022,6/14/2022,Oklahoma City,OK,1,"56,456.00",7,0.4739,5.5,0.608,0.0715,0.0788,0.0226,0.0021,0.0034,0.0944,0.1192,0.32,0.02,6,"3616 N May Avenue, Oklahoma",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,14,1,0.5357142857,28,1,14-RC-293408
4/4/2022,5/31/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"4840 McKnight Road, Pittsburgh, Pennsylvania",Voted Failed,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,6,11,0.7083333333,24,0,06-RC-293424
4/4/2022,5/31/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"1400 East Carson Street, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,6,4,0.5263157895,19,1,06-RC-293429
4/4/2022,6/14/2022,St. Louis,MO,0,"45,782.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"3700 S Kingshighway Boulevard, St. Louis, MO",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Initial,1,0,9,4,0.4482758621,29,1,14-RC-293441
4/4/2022,6/17/2022,St. Louis,MO,0,"45,782.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"1216 Hampton Ave., St. Louis, MO",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,17,0,0.68,25,1,14-RC-293479
4/5/2022,6/30/2022,Denton,TX,1,"62,542.00",7,0.4753,4.1,0.3975,0.1182,0.0029,0.0536,0.001,0.0039,0.0304,0.3926,0.47,0.02,17.2,"2320 W. University Drive, Denton, Texas",Unionized,STARBUCKS CORPORATION,Workers United,Initial,1,0,17,5,0.5365853659,41,1,16-RC-293512
4/5/2022,8/5/2022,Norman,OK,1,"58,111.00",7,0.4739,5.5,0.608,0.0715,0.0788,0.0226,0.0021,0.0034,0.0944,0.1192,0.32,0.02,6,"3051 Classen Blvd., Norman, Oklahoma",Voted Failed,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,8,8,0.4571428571,35,0,14-RC-293567
4/6/2022,6/1/2022,Bel Air,MD,0,"60,476.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,,Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,8,5,0.4193548387,31,1,05-RC-293573
4/6/2022,6/8/2022,Colorado Springs,CO,0,"67,719.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,4,0.5925925926,27,1,27-RC-293572
4/6/2022,6/1/2022,Nottingham,MD,0,"85,688.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,"5350 Campbell Boulevard, Nottingham, Maryland",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,10,2,0.5714285714,21,1,05-RC-293696
4/6/2022,5/20/2022,Olney,MD,0,"149,155.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,16806 Georgia,Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,9,4,0.7222222222,18,1,05-RC-293687
4/6/2022,6/1/2022,Stevensville,MD,0,"104,440.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,"450 Thompson Creek Road, Stevensville, Maryland",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,6,3,0.4285714286,21,1,05-RC-293590
4/6/2022,8/31/2022,Warwick,RI,0,"73,285.00",12,0.4628,16.1,0.6871,0.0505,0.0032,0.035,0.0003,0.0104,0.0476,0.1659,0.59,0.02,13.2,"25 Pace Blvd, Warwick, RI",Voted Failed,Starbucks Corporation,Workers United,Revised,0,1,9,9,0.6,30,0,01-RC-293595
4/7/2022,5/25/2022,Chicago,IL,0,"62,097.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"1070 W Bryn Mawr Ave., Chicago, Illinois",Unionized,Starbucks Corporation,Chicago & Midwest Regional Joint Board,Initial,1,0,10,1,0.7857142857,14,1,13-RC-293654
4/11/2022,6/21/2022,Covina,CA,0,"77,913.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"611 South Citrus Avenue, Covina, California",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,7,10,0.4722222222,36,0,21-RC-293882
4/11/2022,6/22/2022,La Quinta,CA,0,"75,724.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,79845 CA,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,5,4,0.2571428571,35,1,21-RC-293884
4/11/2022,6/21/2022,Long Beach,CA,0,"66,410.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"5251 2nd Street, Long Beach, California",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,3,5,0.3333333333,24,0,21-RC-293881
4/12/2022,7/1/2022,Chesterfield,MO,0,"124,551.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"1720 Clarkson Road, Chesterfield, MO",Voted Failed,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,6,7,0.4482758621,29,0,14-RC-293917
4/12/2022,5/25/2022,Chicago,IL,0,"62,097.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"5964 N Ridge Ave., Chicago, Illinois",Unionized,Starbucks Corporation,Workers United,Initial,1,0,20,3,0.7931034483,29,1,13-RC-293883
4/12/2022,6/23/2022,Cincinnati,OH,0,"45,235.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"401 Vine Street, Cincinnati, Ohio",Unionized,STARBUCKS CORPORATION,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Initial,1,0,9,1,0.5555555556,18,1,09-RC-293893
4/12/2022,6/13/2022,Denver,CO,0,"72,661.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,,Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,8,5,0.5416666667,24,1,27-RC-293880
4/12/2022,6/21/2022,Marysville,WA,0,"83,239.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,17101 27th Ave NE,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,4,0.5416666667,24,1,19-RC-293932
4/12/2022,5/19/2022,Newport News,VA,1,"54,511.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"340 Oyster Point Road, Newport News, Virginia",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,11,7,0.9,20,1,05-RC-293910
4/12/2022,6/9/2022,West Hartford,CT,0,"105,230.00",14,0.5024,14.2,0.6321,0.1001,0.0018,0.0473,0.0003,0.0075,0.0382,0.1729,0.59,0.02,14.61,"1449B New Britain Ave, West Hartford, CT",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,13,3,0.7619047619,21,1,01-RC-293992
4/13/2022,6/17/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"3650 Carpenter Road, Ypsilanti, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,15,2,0.4473684211,38,1,07-RC-293990
4/13/2022,6/16/2022,Appleton,WI,1,"61,475.00",7,0.4391,7.1,0.7863,0.0622,0.0082,0.0296,0.0003,0.003,0.0346,0.0759,0.49,0.02,5.1,"631 W. Northland Ave., Appleton, Wisconsin",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",Initial,1,0,10,7,0.7083333333,24,1,18-RC-294019
4/13/2022,6/21/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"1128 Walnut Street, Philadelphia, Pennsylvania",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,6,1,0.5384615385,13,1,04-RC-293959
4/14/2022,6/22/2022,Bloomington,MN,0,"78,224.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,"164 E Broadway, Bloomington, Minnesota",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,1,0.5789473684,19,1,18-RC-294052
4/14/2022,6/21/2022,Brooklyn,NY,0,"63,973.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"154 North Seventh Street, Brooklyn, NY",Unionized,Starbucks Corporation,Workers United,Initial,1,0,10,0,0.625,16,1,29-RC-294160
4/14/2022,6/10/2022,Garden City,NY,0,"186,607.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"914 Old Country Road, Garden City, NY",Unionized,Starbucks Corporation,Workers United,Initial,1,0,23,0,0.8518518519,27,1,29-RC-294141
4/14/2022,6/16/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"3464 William Penn Highway, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,15,6,0.5833333333,36,1,06-RC-294100
4/14/2022,6/30/2022,Queens,NY,0,"72,028.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"21-28 31st Street, Queens, NY",Unionized,Starbucks Corporation,Workers United,Initial,1,0,7,4,0.5,22,1,29-RC-294146
4/15/2022,6/24/2022,Bellingham,WA,0,"56,198.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,814 Iowa,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,20,0,0.6451612903,31,1,19-RC-294187
4/15/2022,5/26/2022,Birmingham,AL,1,"38,832.00",7,0.4741,7.2,0.6312,0.2564,0.0046,0.0151,0.0005,0.0029,0.0367,0.0526,0.37,0.01,3.4,"308 20th Street South, Birmingham, AL",Unionized,Starbucks Corporation,"WORKERS UNITED, A/W SEIU",Initial,1,0,27,1,0.8484848485,33,1,10-RC-294065
4/15/2022,6/1/2022,Covington,GA,1,"39,818.00",7,0.4795,4.4,0.5006,0.306,0.0019,0.0444,0.0006,0.0052,0.0364,0.1049,0.50,0.01,10.1,"3130 Hwy 278 NW, Covington, GA",Voted Failed,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,4,18,0.7333333333,30,0,10-RC-294094
4/15/2022,5/26/2022,Durham,NC,1,"61,962.00",7,0.4743,2.8,0.6046,0.2019,0.0097,0.0326,0.0007,0.0044,0.039,0.1072,0.49,0.02,7.9,"1119 Slater Road, Durham, NC",Voted Failed,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,9,19,0.875,32,0,10-RC-294066
4/15/2022,6/3/2022,Nanuet,NY,0,"99,625.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"126 Rockland Plaza, Nanuet, New York",Unionized,Starbucks Corporation,Workers United,Initial,1,0,14,5,0.9047619048,21,1,02-RC-294088
4/18/2022,6/16/2022,Amherst,NY,0,"80,744.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"3015 Niagara Falls Boulevard, Amherst, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,11,4,0.46875,32,1,03-RC-294186
4/18/2022,6/29/2022,Westerville,OH,0,"92,287.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"533 S. State Street, Westerville, Ohio",Unionized,STARBUCKS CORPORATION,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Initial,1,0,8,2,0.3125,32,1,09-RC-294225
4/19/2022,6/4/2022,New Orleans,LA,1,"43,258.00",7,0.4978,4.2,0.5575,0.3118,0.0056,0.0183,0.0004,0.0036,0.0335,0.0692,0.40,0.02,4.2,"7700 Maple Street, New Orleans, Louisiana",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,11,1,0.8,15,1,15-RC-294263
4/19/2022,6/16/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"5932 Penn Circle South, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,Workers United,Initial,1,0,10,0,0.6666666667,15,1,06-RC-294253
4/19/2022,6/23/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"1102 NW Lovejoy St. Portland, OR",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,8,0,0.5714285714,14,1,19-RC-294288
4/19/2022,7/6/2022,Tucson,AZ,1,"45,227.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"802-804 East University Boulevard, Tucson, Arizona",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,11,3,0.8235294118,17,1,28-RC-294327
4/20/2022,6/24/2022,Goleta,CA,0,"98,035.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"7030 Market Pl. Dr., Goleta, CA",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,5,7,0.48,25,0,31-RC-294436
4/21/2022,6/7/2022,Albany,NY,0,"48,512.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"1475 Western Avenue in Albany, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,15,0,0.6818181818,22,1,03-RC-294402
4/21/2022,6/23/2022,Gardner,MA,0,"51,708.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"308 West Broadway #1, Gardner, MA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,14,0,0.4516129032,31,1,01-RC-294409
4/22/2022,7/1/2022,Eden Prairie,MN,0,"115,227.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,"9250 Hennepin Town Road, Eden Prairie, Minnesota",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,8,9,0.6538461538,26,0,18-RC-294643
4/22/2022,6/28/2022,Gresham,OR,0,"58,250.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"2233 E. Burnside Rd., Gresham, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,14,3,0.6296296296,27,1,19-RC-294563
4/22/2022,7/7/2022,Valley Park,MO,0,"57,124.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"922 Meramec Station Road, Valley Park, MO",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,11,6,0.68,25,1,14-RC-294493
4/25/2022,7/26/2022,Smyrna,TN,1,"66,003.00",7,0.4749,5.5,0.7091,0.1568,0.0022,0.0194,0.0005,0.0035,0.0391,0.0693,0.38,0.02,5.1,"620 Sam Ridley Parkway West, Smyrna, TN",Voted Failed,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Revised,0,1,8,8,0.4571428571,35,0,10-RC-294624
4/26/2022,7/11/2022,Alcoa,TN,1,"48,351.00",7,0.4749,5.5,0.7091,0.1568,0.0022,0.0194,0.0005,0.0035,0.0391,0.0693,0.38,0.02,5.1,"121 Cusick Rd, Alcoa, TN",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,15,7,0.7586206897,29,1,10-RC-294680
4/26/2022,7/11/2022,Fitchburg,WI,1,"76,240.00",7,0.4391,7.1,0.7863,0.0622,0.0082,0.0296,0.0003,0.003,0.0346,0.0759,0.49,0.02,5.1,"2981 Triverton Pike Drive, Fitchburg, Wisconsin",Voted Failed,Starbucks Corporation,"United Food and Commercial Workers, Local 1473",Initial,1,0,1,21,0.6666666667,33,0,18-RC-294802
4/26/2022,6/28/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,4147 University Way NE,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,5,0.46875,32,1,19-RC-294701
4/28/2022,7/11/2022,East Amherst,NY,0,"109,200.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"9660 Transit Road, East Amherst, NY",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,11,1,0.4615384615,26,1,03-RC-294786
4/29/2022,7/11/2022,Fresno,CA,0,"53,368.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"7010 N. Mark Avenue, Fresno, CA",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,0,14,0.6363636364,22,0,32-RC-294940
5/2/2022,6/22/2022,Atlanta,GA,1,"64,179.00",7,0.4795,4.4,0.5006,0.306,0.0019,0.0444,0.0006,0.0052,0.0364,0.1049,0.50,0.01,10.1,1544 Piedmont Rd NE,Unionized,Starbucks Corporation,"WORKERS UNITED, A/W SEIU",Initial,1,0,11,3,0.875,16,1,10-RC-294986
5/2/2022,6/10/2022,Glen Allen,VA,1,"77,599.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"11332 Nuckols Road, Glen Allen, Virginia",Voted Failed,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,7,20,0.8709677419,31,0,05-RC-295021
5/2/2022,7/8/2022,Happy Valley,OR,0,"124,381.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"9610 SE 82nd Avenue, Happy Valley, Oregon",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,16,0,0.5517241379,29,1,19-RC-295057
5/2/2022,6/30/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"4000 E Madison St, Seattle, WA",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,6,1,0.3888888889,18,1,19-RC-294994
5/2/2022,7/14/2022,South Burlington,VT,0,"76,227.00",13,0.4471,12.1,0.8913,0.0134,0.0031,0.0178,0.0003,0.004,0.0459,0.0241,0.66,0.03,4.9,"580 Shelburne Road #9, South Burlington, Vermont",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,4,2,0.3,20,1,03-RC-294985
5/2/2022,7/20/2022,Winter Park,FL,1,"88,688.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"400 Park Ave., Winter Park, Florida",Voted Failed,Starbucks Corporation,"WORKERS UNITED, A/W SEIU",Initial,1,0,5,8,0.65,20,0,12-RC-295000
5/3/2022,7/13/2022,El Dorado Hills,CA,0,"132,130.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"4311 Town Center Blvd., El Dorado Hills, CA",Voted Failed,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,2,7,0.4736842105,19,0,32-RC-295074
5/3/2022,7/26/2022,Farmingville,NY,0,"113,646.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"2280 North Ocean Avenue B, Farmingville, New York",Unionized,Starbucks Corporation,WORKERS UNITED A/W SERVICE EMPLOYEES INTERNATIONAL UNION,Initial,1,0,13,1,0.3888888889,36,1,29-RC-295055
5/3/2022,7/12/2022,Peoria,IL,0,"51,736.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"707 W Pioneer Parkway, Peoria, IL",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,2,2,0.5,8,0,25-RC-295115
5/6/2022,8/3/2022,Phoenix,AZ,1,"60,914.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"837 North 7th Avenue, Phoenix, Arizona",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,5,15,0.5714285714,35,0,28-RC-295386
5/9/2022,7/6/2022,Bellingham,WA,0,"56,198.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"4303 Guide Meridian, Bellingham, Washington",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,3,0.5652173913,23,1,19-RC-295481
5/9/2022,7/21/2022,Rockford,IL,0,"44,771.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"3001 North Perryville Road, Rockford, IL",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,16,2,0.7826086957,23,1,25-RC-295476
5/9/2022,7/19/2022,Salt Lake City,UT,1,"63,156.00",7,0.4268,3.9,0.7536,0.0114,0.0088,0.024,0.011,0.0038,0.0368,0.1507,0.38,0.04,8.6,,Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,0,0.45,20,1,27-RC-295440
5/11/2022,8/16/2022,Wichita,KS,1,"53,466.00",7,0.45,9.8,0.7225,0.0556,0.0075,0.029,0.0011,0.0034,0.0507,0.1302,0.42,0.02,7.2,"8008 East Central, Wichita, Kansas",Unionized,Starbucks Corporation,Central and Rock Partners Union,Initial,1,0,9,6,0.5357142857,28,1,14-RC-295709
5/12/2022,7/14/2022,Biddeford,ME,0,"54,915.00",13,0.449,9.2,0.9016,0.0184,0.0054,0.0122,0.0003,0.0033,0.0393,0.0195,0.45,0.03,3.5,"360 Alfred St, Biddeford, ME",Unionized,Starbucks Corporation,Workers United,Initial,1,0,9,3,0.5,24,1,01-RC-295712
