DateFiled,TallyDate,City,State,RTW,MedianIncome,MinWage,InequalityIndex,UnionMembership,White,Black,Indigenous,Asian,PacificIslander,Other,Mixed,Latino,DemVotes,MarginShift,Immigrant,Address,Status,Case Name,Labor Union,Ballot Type,IsInitial,IsRevised,VotesFor,VotesAgainst,PercentVoters,NumEligibleVoters,success,Case
1/19/2022,6/7/2022,Memphis,TN,1,"41,864.00",7,0.4749,5.5,0.7091,0.1568,0.0022,0.0194,0.0005,0.0035,0.0391,0.0693,0.38,0.02,5.1,"3388 Poplar Ave., Memphis, Tennessee",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,11,3,0.5833333333,24,1,15-RC-289150
1/20/2022,4/25/2022,Baltimore,MD,0,"52,164.00",13,0.4558,11.6,0.4717,0.2906,0.002,0.0677,0.0004,0.0057,0.0438,0.1181,0.65,0.03,15.1,"1209 North Charles Street, Baltimore, Maryland",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,14,0,0.6363636364,22,1,05-RC-289214
1/20/2022,4/19/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"6980 Forest Hill Avenue, Richmond, Virginia",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,17,1,0.7826086957,23,1,05-RC-289213
1/20/2022,4/19/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,,Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,22,3,0.8620689655,29,1,05-RC-289221
1/21/2022,5/3/2022,Boston,MA,0,"76,298.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"364 Brookline Avenue, Boston, MA",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,5,0,0.3333333333,15,1,01-RC-289350
1/21/2022,5/3/2022,Watertown,MA,0,"100,434.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"75 Mt. Auburn Street, Watertown, MA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,10,1,0.4074074074,27,1,01-RC-289330
1/25/2022,6/6/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"425 Pike Street, Seattle, Washington",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,0,0.8,15,1,19-RC-289458
1/25/2022,10/17/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"1200 Westlake Avenue North, Seattle, Washington",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,3,4,0.4117647059,17,0,19-RC-289455
1/27/2022,6/6/2022,Atlanta,GA,1,"64,179.00",7,0.4795,4.4,0.5006,0.306,0.0019,0.0444,0.0006,0.0052,0.0364,0.1049,0.50,0.01,10.1,"1801 Howell Mill Road NW, Atlanta, Georgia",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,10,1,0.4230769231,26,1,10-RC-289571
1/27/2022,5/10/2022,Denver,CO,0,"72,661.00",13,0.4548,6.7,0.6513,0.0383,0.0058,0.0338,0.0016,0.0051,0.0452,0.2188,0.55,0.03,9.5,"2975 E Colfax Ave., Denver, CO",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,13,0,0.5652173913,23,1,27-RC-289608
1/28/2022,5/25/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"600 S. 9th St, Philadelphia, PA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,7,2,0.5294117647,17,1,04-RC-289746
1/28/2022,5/25/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"1945 Callowhill St., Philadelphia, PA",Voted Failed,Starbucks Corporation,WORKERS UNITED,Initial,1,0,4,10,0.7368421053,19,0,04-RC-289708
1/31/2022,6/7/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"4585 Washtenaw Avenue, Ann Arbor, Michigan",Unionized,Starbucks Corporation,Workers United,Initial,1,0,14,0,0.4666666667,30,1,07-RC-289821
1/31/2022,6/2/2022,Beaverton,OR,0,"77,745.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"2933 SW Cedar Hills Boulevard, Beaverton, Oregon",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,10,2,0.48,25,1,19-RC-289812
1/31/2022,6/2/2022,Beaverton,OR,0,"77,745.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"16175 SW Walker Road, Beaverton, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,5,0.6538461538,26,1,19-RC-289814
1/31/2022,6/9/2022,Clinton Township,MI,0,"69,347.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"17410 Hall Road, #174, Clinton Township, Michigan",Unionized,Starbucks Corporation,Workers United,Initial,1,0,8,3,0.7333333333,15,1,07-RC-289840
1/31/2022,4/28/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"65 Oakwood Center, Eugene, Oregon",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,4,7,0.6470588235,17,0,19-RC-289817
1/31/2022,4/28/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"495 West 7th Avenue, Eugene, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,1,0.6842105263,19,1,19-RC-289815
1/31/2022,4/28/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"1895 Franklin Boulevard, Eugene, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,17,0,0.6296296296,27,1,19-RC-289816
1/31/2022,6/1/2022,Everett,WA,0,"66,023.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"3625 Broadway, Everett, Washington",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,13,1,0.4827586207,29,1,19-RC-289827
1/31/2022,6/9/2022,Grand Blanc,MI,0,"62,784.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"11355 S. Saginaw Street, Grand Blanc, Michigan",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United, affiliated with SEIU",Initial,1,0,8,13,0.8076923077,26,0,07-RC-289860
2/1/2022,4/7/2022,Buffalo,NY,0,"39,677.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,,Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,18,1,0.7037037037,27,1,03-RC-289785
2/1/2022,4/8/2022,Ithaca,NY,0,"38,019.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"130 East Seneca Street, Ithaca, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,15,1,0.64,25,1,03-RC-289805
2/1/2022,4/8/2022,Ithaca,NY,0,"38,019.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"402 College Avenue, Suite 402, Ithaca, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,19,1,0.7407407407,27,1,03-RC-289793
2/1/2022,4/8/2022,Ithaca,NY,0,"38,019.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"722 South Meadow Street, Ithaca, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,13,1,0.5185185185,27,1,03-RC-289796
2/1/2022,6/2/2022,Portland,OR,0,"73,159.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"7315 SW Garden Home Road, Portland, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,12,1,0.6842105263,19,1,19-RC-289854
2/1/2022,4/7/2022,Rochester,NY,0,"37,395.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"1394 Mount Hope Avenue, Rochester, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,13,11,0.5853658537,41,1,03-RC-289801
2/1/2022,4/7/2022,Rochester,NY,0,"37,395.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"2750 Monroe Avenue, Rochester, New York",Unionized,Starbucks Corporation,"Rochester Regional Joint Board, Workers United",Initial,1,0,10,3,0.4333333333,30,1,03-RC-289802
2/1/2022,5/11/2022,Santa Cruz,CA,0,"86,618.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"745 Ocean Street, Santa Cruz, CA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,13,1,0.5,28,1,32-RC-289855
2/1/2022,5/11/2022,Santa Cruz,CA,0,"86,618.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"1909 Mission Street, Santa Cruz, CA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,15,2,0.53125,32,1,32-RC-289828
2/2/2022,6/29/2022,Chatsworth,CA,0,"115,298.00",15,0.4866,16.1,0.3469,0.0536,0.0039,0.1512,0.0035,0.0057,0.0412,0.394,0.64,0.02,26.9,"9857 Mason Avenue, Chatsworth, California",Voted Failed,Starbucks Corporation,Workers United,Initial,1,0,6,9,0.4838709677,31,0,31-RC-289988
2/2/2022,6/9/2022,Kansas City,MO,0,"56,179.00",11,0.4633,9.6,0.7578,0.1126,0.0038,0.0215,0.0015,0.0036,0.05,0.0492,0.41,0.02,4.2,"302 Nichols Road, Kansas",Withdrawn,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,9,9,0.5142857143,35,0,14-RC-289930
2/2/2022,5/27/2022,Overland Park,KS,1,"87,629.00",7,0.45,9.8,0.7225,0.0556,0.0075,0.029,0.0011,0.0034,0.0507,0.1302,0.42,0.02,7.2,"10201 W. 75th St., Overland Park, KS",Open,Starbucks Corporation,Chicago & Midwest Regional Joint Board - Workers United/SEIU,Revised,0,1,6,1,0.35,20,1,14-RC-289926
2/4/2022,4/28/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"3003 North Delta Highway, Suite 301, Eugene, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,1,0.44,25,1,19-RC-290060
2/4/2022,4/28/2022,Eugene,OR,0,"52,689.00",14,0.45,15.5,0.7165,0.0186,0.0099,0.0453,0.0043,0.0054,0.0611,0.1389,0.57,0.03,10.3,"1395 University Street, Eugene, Oregon",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,19,0,0.6785714286,28,1,19-RC-290145
2/4/2022,5/25/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"1900 Market St., Philadelphia, PA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,11,0,0.6111111111,18,1,04-RC-290056
2/4/2022,5/25/2022,Philadelphia,PA,0,"49,127.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"3401 Walnut St., Philadelphia, PA",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,10,0,0.4166666667,24,1,04-RC-290064
2/8/2022,6/7/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"300 S. Main Street, Ann Arbor, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,3,0.6842105263,19,1,07-RC-290295
2/8/2022,6/7/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"120 S. Zeeb Road, Ann Arbor, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United, affiliated with SEIU",Initial,1,0,10,2,0.4137931034,29,1,07-RC-290303
2/8/2022,6/7/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"222 South State Street, Ann Arbor, Michigan",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,15,1,0.4848484848,33,1,07-RC-290304
2/8/2022,6/7/2022,Ann Arbor,MI,0,"69,456.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"1214 S. University Avenue, Ann Arbor, Michigan",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,10,16,0.7878787879,33,0,07-RC-290313
2/8/2022,6/9/2022,Lansing,MI,0,"44,233.00",10,0.4634,14,0.724,0.1348,0.0047,0.033,0.0003,0.0037,0.0436,0.056,0.51,0.02,7,"2624 Lake Lansing Road, Lansing, Michigan",Unionized,Starbucks Corporation,Workers United,Initial,1,0,13,3,0.4324324324,37,1,07-RC-290290
2/8/2022,6/14/2022,San Antonio,TX,1,"53,420.00",7,0.4753,4.1,0.3975,0.1182,0.0029,0.0536,0.001,0.0039,0.0304,0.3926,0.47,0.02,17.2,"2639 NW Loop 410, Suite 106, San Antonio, Texas",Unionized,STARBUCKS CORPORATION,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,10,6,0.5714285714,28,1,16-RC-290302
2/9/2022,4/1/2022,New York,NY,0,"67,046.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,,Unionized,Siren Retail Corporation d/b/a Starbucks,Workers United,Initial,1,0,46,36,0.9534883721,86,1,02-RC-290354
2/10/2022,5/3/2022,Brooklyn,NY,0,"63,973.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"8973 Bay Parkway, Brooklyn, NY",Unionized,Starbucks Corporation,Workers United,Initial,1,0,17,0,0.85,20,1,29-RC-290386
2/10/2022,5/3/2022,Great Neck,NY,0,"102,799.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"6 Great Neck Road, Great Neck, NY",Open,Starbucks Corporation,"New York-New Jersey Regional Joint Board, Workers United, affiliated with SEIU",Initial,1,0,5,6,0.7333333333,15,0,29-RC-290364
2/10/2022,4/29/2022,New York,NY,0,"67,046.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"13-25 Astor Place, New York",Unionized,Starbucks Corporation,"New York New Jersey Regional Joint Board, Workers United",Initial,1,0,11,2,0.4333333333,30,1,02-RC-290378
2/11/2022,5/2/2022,Mililani,HI,0,"104,409.00",10,0.4397,21.9,0.216,0.015,0.0016,0.3653,0.1024,0.0036,0.2006,0.0955,0.64,0.02,18.7,"95-221 Kipapa Dr., Mililani, HI",Voted Failed,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,7,8,0.8823529412,17,0,20-RC-290481
2/11/2022,4/13/2022,Pittsburgh,PA,0,"50,536.00",7,0.4745,12.7,0.7347,0.1053,0.0012,0.039,0.0002,0.0042,0.0347,0.0807,0.50,0.01,7.2,"4765 Liberty Avenue, Pittsburgh, Pennsylvania",Unionized,Starbucks Corporation,WORKERS UNITED SOUTHWEST REGIONAL JOINT BOARD,Initial,1,0,20,0,0.9090909091,22,1,06-RC-290464
2/14/2022,4/26/2022,Cary,IL,0,"105,344.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"620 Northwest Highway, Cary, IL",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,17,4,0.7777777778,27,1,25-RC-290609
2/14/2022,4/19/2022,Midlothian,VA,1,"93,239.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"15605 WC Commons Way, Midlothian, Virginia",Unionized,Starbucks Corporation,WORKERS UNITED,Initial,1,0,13,8,0.6774193548,31,1,05-RC-290518
2/14/2022,4/27/2022,Oak Creek,WI,1,"75,657.00",7,0.4391,7.1,0.7863,0.0622,0.0082,0.0296,0.0003,0.003,0.0346,0.0759,0.49,0.02,5.1,"8880 South Howell Avenue, Oak Creek, Wisconsin",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",Initial,1,0,15,8,0.7419354839,31,1,18-RC-290576
2/14/2022,4/26/2022,Peoria,IL,0,"51,736.00",12,0.48,13.1,0.5832,0.1386,0.0013,0.0583,0.0002,0.0035,0.0324,0.1824,0.58,0.02,14.1,"1200 West Main Street Peoria, IL",Unionized,Starbucks Corporation,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Initial,1,0,9,2,0.6111111111,18,1,25-RC-290625
2/14/2022,4/19/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"2059 Huguenot Road, North Chesterfield, Virginia",Unionized,Starbucks Corporation,Workers United,Initial,1,0,11,2,0.4642857143,28,1,05-RC-290510
2/14/2022,6/30/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"1017 North Arthur Ashe Boulevard, Richmond, Virginia",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,8,7,0.75,20,1,05-RC-290507
2/14/2022,6/27/2022,Roanoke,VA,1,"45,664.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"8 Old Whitmore Ave., Roanoke, Virginia",Unionized,Starbucks Corporation,"Mid Atlantic Regional Joint Board, Workers United",Initial,1,0,14,0,0.6086956522,23,1,10-RC-290521
2/14/2022,4/21/2022,Seattle,WA,0,"97,185.00",14,0.4577,18,0.6384,0.0384,0.0118,0.0938,0.0081,0.0056,0.0663,0.1375,0.58,0.03,14.7,"1124 Pike Street, Seattle, Washington",Unionized,Siren Retail Corp. d/b/a Starbucks,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,38,27,0.625,104,1,19-RC-290608
2/14/2022,4/27/2022,St. Paul,MN,0,"59,717.00",10,0.4434,14.2,0.763,0.0688,0.01,0.0521,0.0005,0.0037,0.0414,0.0606,0.52,0.02,8.6,"300 Snelling Ave S Suite C, St. Paul, Minnesota",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,14,1,0.75,20,1,18-RC-290585
2/15/2022,5/3/2022,Raleigh,NC,1,"69,720.00",7,0.4743,2.8,0.6046,0.2019,0.0097,0.0326,0.0007,0.0044,0.039,0.1072,0.49,0.02,7.9,"2901 Sherman Oak Place, Raleigh, North Carolina",Withdrawn,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,5,7,1,12,0,10-RC-290674
2/15/2022,6/30/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"3555 West Cary Street, Richmond, Virginia",Unionized,Starbucks Corporation,Workers United,Initial,1,0,6,0,0.3529411765,17,1,05-RC-290586
2/16/2022,5/16/2022,Greenville,SC,1,"58,259.00",7,0.4747,1.7,0.621,0.2479,0.0032,0.0175,0.0006,0.0038,0.037,0.0689,0.43,0.02,5.1,"3905 Pelham Road, Greenville, SC",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,8,1,0.3103448276,29,1,10-RC-290683
2/16/2022,5/10/2022,Jacksonville,FL,1,"55,531.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"11441 San Jose Blvd., Jacksonville, Florida",Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,10,7,0.68,25,1,12-RC-290746
2/16/2022,5/3/2022,Massapequa,NY,0,"137,618.00",13,0.5149,20.7,0.5247,0.1366,0.0027,0.0949,0.0003,0.0098,0.0357,0.1954,0.61,0.01,22.8,"4301 Merrick Road, Massapequa, NY",Unionized,Starbucks Corporation,"New York New Jersey Regional Joint Board Workers United, affiliated with SEIU",Initial,1,0,19,8,0.75,36,1,29-RC-290794
2/16/2022,5/25/2022,Tallahassee,FL,1,"46,461.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,1703 W. Tennessee,Unionized,Starbucks Corporation,"Workers United, Southern Regional Joint Board",Initial,1,0,4,3,0.2121212121,33,1,12-RC-290700
2/16/2022,5/25/2022,Tallahassee,FL,1,"46,461.00",11,0.4808,4.5,0.5154,0.1452,0.002,0.0292,0.0005,0.0064,0.0368,0.2645,0.48,0.01,21,"222 S. Magnolia Drive, Suite 101, Tallahassee, Florida",Voted Failed,Starbucks Corporation,"Workers United, Southern Regional Joint Board a/w Service Employees International Union",Initial,1,0,9,15,0.6857142857,35,0,12-RC-290711
2/17/2022,7/14/2022,Boston,MA,0,"76,298.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"125 Summer St., Boston, MA",Voted Failed,Starbucks Corporation,Chicago & Midwest Regional Joint Board - Workers United/SEIU,Revised,0,1,4,10,1.076923077,13,0,01-RC-290850
2/17/2022,6/30/2022,Cambridge,MA,0,"107,490.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"120 Broadway, Cambridge, MA",Unionized,Starbucks Corporation,Workers United,Initial,1,0,6,0,0.2307692308,26,1,01-RC-290851
2/17/2022,6/30/2022,Newtonville,MA,0,"164,607.00",14,0.4803,12.7,0.6755,0.065,0.0013,0.0718,0.0002,0.0131,0.0467,0.1263,0.66,0.02,17.4,"16-18 Austin St., Newtonville, MA",Voted Failed,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Initial,1,0,2,5,0.5833333333,12,0,01-RC-290847
2/22/2022,7/19/2022,Cleveland,OH,0,"31,838.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"11623 Clifton Boulevard, Cleveland Ohio",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Initial,1,0,10,0,0.4,25,1,08-RC-291066
2/22/2022,7/19/2022,Cleveland Heights,OH,0,"62,823.00",9,0.4651,12.8,0.7589,0.1235,0.0016,0.0251,0.0004,0.0038,0.0425,0.0442,0.45,0.02,4.8,"3093 Mayfield Road, Cleveland Heights, Ohio",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Initial,1,0,8,0,0.5,16,1,08-RC-291055
2/22/2022,7/25/2022,Nichols Hills,OK,1,"171,705.00",7,0.4739,5.5,0.608,0.0715,0.0788,0.0226,0.0021,0.0034,0.0944,0.1192,0.32,0.02,6,"1123 NW 63rd Avenue, Oklahoma",Unionized,Starbucks Corporation,Workers United,Revised,0,1,13,11,0.6857142857,35,1,14-RC-290942
2/22/2022,5/5/2022,Phoenix,AZ,1,"60,914.00",13,0.4591,5.5,0.5337,0.0443,0.0369,0.0348,0.002,0.0044,0.0373,0.3065,0.49,0.02,13.4,"7000 East Mayo Boulevard, #28, Phoenix, Arizona",Open,Starbucks Corporation,Workers United,Initial,1,0,6,8,0.4516129032,31,0,28-RC-291029
2/22/2022,5/4/2022,Plover,WI,1,"71,450.00",7,0.4391,7.1,0.7863,0.0622,0.0082,0.0296,0.0003,0.003,0.0346,0.0759,0.49,0.02,5.1,"120 Crossroads Drive, Plover, Wisconsin",Unionized,Starbucks Corporation,"Chicago and Midwest Regional Joint Board, Workers United affiliated with Service Employees International Union",Initial,1,0,7,5,0.3529411765,34,1,18-RC-291082
2/23/2022,4/19/2022,Richmond,VA,1,"51,421.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"1601 Willow Lawn Drive, 700-P, Richmond, Virginia",Unionized,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,19,0,0.6785714286,28,1,05-RC-291103
2/23/2022,4/14/2022,Springfield,VA,1,"103,438.00",11,0.469,3.7,0.586,0.1828,0.0022,0.0707,0.0007,0.0053,0.0469,0.1053,0.54,0.02,12.5,"7475 Huntsman Boulevard, Springfield, Virginia",Voted Failed,Starbucks Corporation,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Initial,1,0,8,10,0.8181818182,22,0,05-RC-291121
